Array Size(N),Threshold(S),Key Comparison 1, Key Comparison 2, Key Comparison 3, Key Comparison 4, Key Comparison 5,Average Key Comparison,Array Size(N=1000),Array Size(N=2500),Array Size(N=5000),Array Size(N=7500),Array Size(N=10000),Array Size(N=25000),Array Size(N=50000),Array Size(N=75000),Array Size(N=100000),Array Size(N=250000),Array Size(N=500000),Array Size(N=750000),Array Size(N=1000000),Array Size(N=2500000),Array Size(N=5000000),Array Size(N=7500000),Array Size(N=10000000)
2500000,17,51588526,51590240,51587374,51587185,51593854,51589435.8,,,,,,,,,,,,,,51589435.8,,,
2500000,18,55230418,55234010,55230333,55230818,55235855,55232286.8,,,,,,,,,,,,,,55232286.8,,,
2500000,19,55557679,55561176,55558019,55556907,55562422,55559240.6,,,,,,,,,,,,,,55559240.6,,,
2500000,20,55557679,55561176,55558019,55556907,55562422,55559240.6,,,,,,,,,,,,,,55559240.6,,,
5000000,2,105026383,105029131,105028335,105027841,105025627,105027463.4,,,,,,,,,,,,,,,105027463.4,,
5000000,3,105086362,105089234,105089264,105087684,105085559,105087620.6,,,,,,,,,,,,,,,105087620.6,,
5000000,4,105531171,105530514,105527910,105528273,105524949,105528563.4,,,,,,,,,,,,,,,105528563.4,,
5000000,5,105531171,105530514,105527910,105528273,105524949,105528563.4,,,,,,,,,,,,,,,105528563.4,,
5000000,6,105531171,105530514,105527910,105528273,105524949,105528563.4,,,,,,,,,,,,,,,105528563.4,,
5000000,7,105531171,105530514,105527910,105528273,105524949,105528563.4,,,,,,,,,,,,,,,105528563.4,,
5000000,8,106551824,106547453,106548206,106546019,106542464,106547193.2,,,,,,,,,,,,,,,106547193.2,,
5000000,9,108181675,108183143,108174373,108174631,108169318,108176628,,,,,,,,,,,,,,,108176628,,
5000000,10,108181675,108183143,108174373,108174631,108169318,108176628,,,,,,,,,,,,,,,108176628,,
5000000,11,108181675,108183143,108174373,108174631,108169318,108176628,,,,,,,,,,,,,,,108176628,,
5000000,12,108181675,108183143,108174373,108174631,108169318,108176628,,,,,,,,,,,,,,,108176628,,
5000000,13,108181675,108183143,108174373,108174631,108169318,108176628,,,,,,,,,,,,,,,108176628,,
5000000,14,108181675,108183143,108174373,108174631,108169318,108176628,,,,,,,,,,,,,,,108176628,,
5000000,15,108181675,108183143,108174373,108174631,108169318,108176628,,,,,,,,,,,,,,,108176628,,
5000000,16,108181675,108183143,108174373,108174631,108169318,108176628,,,,,,,,,,,,,,,108176628,,
5000000,17,108181675,108183143,108174373,108174631,108169318,108176628,,,,,,,,,,,,,,,108176628,,
5000000,18,115465094,115473409,115457468,115469090,115451924,115463397,,,,,,,,,,,,,,,115463397,,
5000000,19,116116293,116129520,116114839,116127233,116107973,116119171.6,,,,,,,,,,,,,,,116119171.6,,
5000000,20,116116293,116129520,116114839,116127233,116107973,116119171.6,,,,,,,,,,,,,,,116119171.6,,
7500000,2,161869581,161867474,161867643,161870707,161867263,161868533.6,,,,,,,,,,,,,,,,161868533.6,
7500000,3,162170527,162166806,162169534,162169429,162167968,162168852.8,,,,,,,,,,,,,,,,162168852.8,
7500000,4,162170527,162166806,162169534,162169429,162167968,162168852.8,,,,,,,,,,,,,,,,162168852.8,
7500000,5,162170527,162166806,162169534,162169429,162167968,162168852.8,,,,,,,,,,,,,,,,162168852.8,
7500000,6,163868136,163870399,163871435,163873436,163871584,163870998,,,,,,,,,,,,,,,,163870998,
7500000,7,164355676,164356370,164356053,164359259,164360597,164357591,,,,,,,,,,,,,,,,164357591,
7500000,8,164355676,164356370,164356053,164359259,164360597,164357591,,,,,,,,,,,,,,,,164357591,
7500000,9,164355676,164356370,164356053,164359259,164360597,164357591,,,,,,,,,,,,,,,,164357591,
7500000,10,164355676,164356370,164356053,164359259,164360597,164357591,,,,,,,,,,,,,,,,164357591,
7500000,11,164355676,164356370,164356053,164359259,164360597,164357591,,,,,,,,,,,,,,,,164357591,
7500000,12,164355676,164356370,164356053,164359259,164360597,164357591,,,,,,,,,,,,,,,,164357591,
7500000,13,169515247,169505298,169518455,169512018,169515020,169513207.6,,,,,,,,,,,,,,,,169513207.6,
7500000,14,172188577,172183063,172198303,172185685,172196117,172190349,,,,,,,,,,,,,,,,172190349,
7500000,15,172188577,172183063,172198303,172185685,172196117,172190349,,,,,,,,,,,,,,,,172190349,
7500000,16,172188577,172183063,172198303,172185685,172196117,172190349,,,,,,,,,,,,,,,,172190349,
7500000,17,172188577,172183063,172198303,172185685,172196117,172190349,,,,,,,,,,,,,,,,172190349,
7500000,18,172188577,172183063,172198303,172185685,172196117,172190349,,,,,,,,,,,,,,,,172190349,
7500000,19,172188577,172183063,172198303,172185685,172196117,172190349,,,,,,,,,,,,,,,,172190349,
7500000,20,172188577,172183063,172198303,172185685,172196117,172190349,,,,,,,,,,,,,,,,172190349,
10000000,2,220049812,220046687,220046978,220049688,220044030,220047439,,,,,,,,,,,,,,,,,220047439
10000000,3,220170314,220167317,220167828,220169743,220164447,220167929.8,,,,,,,,,,,,,,,,,220167929.8
10000000,4,221052442,221050808,221051089,221048815,221048004,221050231.6,,,,,,,,,,,,,,,,,221050231.6
10000000,5,221052442,221050808,221051089,221048815,221048004,221050231.6,,,,,,,,,,,,,,,,,221050231.6
10000000,6,221052442,221050808,221051089,221048815,221048004,221050231.6,,,,,,,,,,,,,,,,,221050231.6
10000000,7,221052442,221050808,221051089,221048815,221048004,221050231.6,,,,,,,,,,,,,,,,,221050231.6
10000000,8,223086206,223090817,223092489,223083432,223087751,223088139,,,,,,,,,,,,,,,,,223088139
10000000,9,226349096,226353552,226352703,226344748,226350484,226350116.6,,,,,,,,,,,,,,,,,226350116.6
10000000,10,226349096,226353552,226352703,226344748,226350484,226350116.6,,,,,,,,,,,,,,,,,226350116.6
10000000,11,226349096,226353552,226352703,226344748,226350484,226350116.6,,,,,,,,,,,,,,,,,226350116.6
10000000,12,226349096,226353552,226352703,226344748,226350484,226350116.6,,,,,,,,,,,,,,,,,226350116.6
10000000,13,226349096,226353552,226352703,226344748,226350484,226350116.6,,,,,,,,,,,,,,,,,226350116.6
10000000,14,226349096,226353552,226352703,226344748,226350484,226350116.6,,,,,,,,,,,,,,,,,226350116.6
10000000,15,226349096,226353552,226352703,226344748,226350484,226350116.6,,,,,,,,,,,,,,,,,226350116.6
10000000,16,226349096,226353552,226352703,226344748,226350484,226350116.6,,,,,,,,,,,,,,,,,226350116.6
10000000,17,226349096,226353552,226352703,226344748,226350484,226350116.6,,,,,,,,,,,,,,,,,226350116.6
10000000,18,240927226,240936854,240924718,240896942,240926692,240922486.4,,,,,,,,,,,,,,,,,240922486.4
10000000,19,242238181,242250965,242239749,242205626,242238675,242234639.2,,,,,,,,,,,,,,,,,242234639.2
10000000,20,242238181,242250965,242239749,242205626,242238675,242234639.2,,,,,,,,,,,,,,,,,242234639.2
